
Found '9' columns in '/group/ctbrowngrp/2025-ccbaumler-team-tartrate/updated/final_results.csv' file
=== 20201 Unique values (of 594573 values) for column 1: contig ===
    136 GCA_963693395.1_lcl|OY856303.1_cds_CAK5456711.1_425
     36 GCF_902503595.1_lcl|NZ_CABWCC010000051.1_cds_WP_000424395.1_4288
     36 GCF_902502605.1_lcl|NZ_CABVYV010000086.1_cds_WP_000579833.1_3121
     36 GCF_902502135.1_lcl|NZ_CABVWV010000045.1_cds_WP_000424395.1_4135
     36 GCF_902501695.1_lcl|NZ_CABVVE010000045.1_cds_WP_000424395.1_1810
     36 GCF_902501565.1_lcl|NZ_CABVUM010000086.1_cds_WP_001096200.1_3256
     36 GCF_902500165.1_lcl|NZ_CABVON010000029.1_cds_WP_000089698.1_3001
     36 GCF_902499785.1_lcl|NZ_CABVNS010000022.1_cds_WP_001096684.1_4752
     36 GCF_902168345.1_lcl|NZ_CABHPM010000003.1_cds_WP_000246882.1_931
     36 GCF_902165125.1_lcl|NZ_CABHFL010000040.1_cds_WP_001096200.1_4824
     36 GCF_901212605.1_lcl|NZ_CAAKOK010000109.1_cds_WP_001096200.1_2365
     36 GCF_901212605.1_lcl|NZ_CAAKOK010000109.1_cds_WP_000529945.1_2371
     36 GCF_900706885.1_lcl|NZ_CAADJH010000002.1_cds_WP_000579833.1_418
     36 GCF_900636195.1_lcl|NZ_LR134236.1_cds_WP_000940121.1_415
     36 GCF_900636105.1_lcl|NZ_LR134226.1_cds_WP_000424395.1_395
     36 GCF_900636045.1_lcl|NZ_LR134216.1_cds_WP_000940121.1_411
     36 GCF_900635635.1_lcl|NZ_LR134152.1_cds_WP_000018596.1_2018
     36 GCF_900635325.1_lcl|NZ_LR134092.1_cds_WP_001096200.1_460
     36 GCF_900622665.1_lcl|NZ_LR130552.1_cds_WP_000089698.1_551
     36 GCF_900608365.1_lcl|NZ_UWYG01000001.1_cds_WP_000246882.1_3901
     36 GCF_900608195.1_lcl|NZ_UWXS01000001.1_cds_WP_000091945.1_212
     36 GCF_900607345.1_lcl|NZ_UWVA01000001.1_cds_WP_000089698.1_2892
     36 GCF_900536605.1_lcl|NZ_UNQE01000044.1_cds_WP_001096684.1_3968
     36 GCF_900536545.1_lcl|NZ_UNPW01000004.1_cds_WP_000089698.1_515
     36 GCF_900536485.1_lcl|NZ_UNQA01000046.1_cds_WP_001096684.1_4328
     36 GCF_900520385.1_lcl|NZ_LS992185.1_cds_WP_001096200.1_4291
     36 GCF_900500295.1_lcl|NZ_UILP01000035.1_cds_WP_000529945.1_4498
     36 GCF_900500095.1_lcl|NZ_UIKY01000001.1_cds_WP_000986797.1_2034
     36 GCF_900499885.1_lcl|NZ_UIJY01000030.1_cds_WP_001096684.1_3803
     36 GCF_900499835.1_lcl|NZ_UIMZ01000047.1_cds_WP_000529945.1_518
     36 GCF_900499825.1_lcl|NZ_UIKE01000045.1_cds_WP_000424395.1_4502
     36 GCF_900499825.1_lcl|NZ_UIKE01000045.1_cds_WP_000301864.1_4500
     36 GCF_900499805.1_lcl|NZ_UIJW01000053.1_cds_WP_001096684.1_990
     36 GCF_900499795.1_lcl|NZ_UIJU01000052.1_cds_WP_000940121.1_1580
     36 GCF_900499675.1_lcl|NZ_UIJT01000038.1_cds_WP_000529945.1_2795
     36 GCF_900499385.1_lcl|NZ_UIIF01000049.1_cds_WP_000529945.1_3729
     36 GCF_900499365.1_lcl|NZ_UIIB01000002.1_cds_WP_000246882.1_1325
     36 GCF_900499355.1_lcl|NZ_UIIM01000011.1_cds_WP_000246882.1_1160
     36 GCF_900499295.1_lcl|NZ_UIIN01000066.1_cds_WP_000424395.1_491
     36 GCF_900499285.1_lcl|NZ_UIHT01000036.1_cds_WP_000529945.1_4950
     36 GCF_900499135.1_lcl|NZ_UIHM01000054.1_cds_WP_000529945.1_66
     36 GCF_900499085.1_lcl|NZ_UIHI01000001.1_cds_WP_000246882.1_3807
     36 GCF_900490685.1_lcl|NZ_UEML01000042.1_cds_WP_000940121.1_2118
     36 GCF_900490635.1_lcl|NZ_UEMT01000036.1_cds_WP_000579833.1_3490
     36 GCF_900490605.1_lcl|NZ_UEMH01000004.1_cds_WP_000986797.1_3295
     36 GCF_900490525.1_lcl|NZ_UEMQ01000017.1_cds_WP_001338644.1_3369
     36 GCF_900490515.1_lcl|NZ_UEMD01000044.1_cds_WP_001096684.1_1430
     36 GCF_900490295.1_lcl|NZ_UELO01000036.1_cds_WP_001207201.1_4688
     36 GCF_900490295.1_lcl|NZ_UELO01000027.1_cds_WP_000941212.1_3704
     36 GCF_900490255.1_lcl|NZ_UEJW01000034.1_cds_WP_001096684.1_4650
     36 GCF_900490205.1_lcl|NZ_UEJP01000014.1_cds_WP_000246882.1_4831
     36 GCF_900488905.1_lcl|NZ_UEDH01000044.1_cds_WP_001207201.1_1028
     36 GCF_900486435.1_lcl|NZ_UDVM01000003.1_cds_WP_000579833.1_4462
     36 GCF_900486415.1_lcl|NZ_UDVO01000003.1_cds_WP_000301864.1_2723
     36 GCF_900484625.1_lcl|NZ_UDQE01000057.1_cds_WP_001096200.1_3702
     36 GCF_900482575.1_lcl|NZ_UDJB01000024.1_cds_WP_001096200.1_4677
     36 GCF_900482575.1_lcl|NZ_UDJB01000002.1_cds_WP_000246882.1_2855
     36 GCF_900482425.1_lcl|NZ_UINV01000046.1_cds_WP_000579833.1_5272
     36 GCF_900482425.1_lcl|NZ_UINV01000046.1_cds_WP_000301864.1_5275
     36 GCF_900482255.1_lcl|NZ_UDHT01000042.1_cds_WP_001096684.1_3952
     36 GCF_900482215.1_lcl|NZ_UDHG01000007.1_cds_WP_000529945.1_3446
     36 GCF_900482195.1_lcl|NZ_UDHE01000020.1_cds_WP_001207201.1_882
     36 GCF_900482185.1_lcl|NZ_UDHD01000009.1_cds_WP_000246882.1_3248
     36 GCF_900482125.1_lcl|NZ_UDGY01000043.1_cds_WP_001096684.1_48
     36 GCF_900482125.1_lcl|NZ_UDGY01000022.1_cds_WP_001338644.1_4076
     36 GCF_900482125.1_lcl|NZ_UDGY01000004.1_cds_WP_000089698.1_2245
     36 GCF_900482115.1_lcl|NZ_UELE01000038.1_cds_WP_001096684.1_310
     36 GCF_900481875.1_lcl|NZ_UDGB01000001.1_cds_WP_001096684.1_962
     36 GCF_900481865.1_lcl|NZ_UDGL01000036.1_cds_WP_000940121.1_4992
     36 GCF_900481835.1_lcl|NZ_UDFU01000005.1_cds_WP_000529945.1_2413
     36 GCF_900480715.1_lcl|NZ_UDBU01000029.1_cds_WP_001096200.1_3889
     36 GCF_900480635.1_lcl|NZ_UDBP01000005.1_cds_WP_001096200.1_2870
     36 GCF_900480635.1_lcl|NZ_UDBP01000004.1_cds_WP_000246882.1_729
     36 GCF_900480485.1_lcl|NZ_UDAV01000023.1_cds_WP_000940121.1_4316
     36 GCF_900480485.1_lcl|NZ_UDAV01000018.1_cds_WP_001338644.1_3854
     36 GCF_900480485.1_lcl|NZ_UDAV01000008.1_cds_WP_000246882.1_3513
     36 GCF_900480395.1_lcl|NZ_UEJY01000008.1_cds_WP_000091945.1_3170
     36 GCF_900480225.1_lcl|NZ_UDAA01000010.1_cds_WP_000018596.1_3529
     36 GCF_900480135.1_lcl|NZ_UDAB01000001.1_cds_WP_000579833.1_2556
     36 GCF_900480115.1_lcl|NZ_UCZQ01000034.1_cds_WP_000940121.1_4335
     36 GCF_900480115.1_lcl|NZ_UCZQ01000023.1_cds_WP_001338644.1_652
     36 GCF_900480105.1_lcl|NZ_UCZU01000011.1_cds_WP_000579833.1_3504
     36 GCF_900480095.1_lcl|NZ_UCZV01000005.1_cds_WP_000246882.1_3059
     36 GCF_900480005.1_lcl|NZ_UCZI01000039.1_cds_WP_001207201.1_4398
     36 GCF_900479955.1_lcl|NZ_UCZL01000006.1_cds_WP_000424395.1_1084
     36 GCF_900479935.1_lcl|NZ_UCZD01000005.1_cds_WP_000062611.1_1147
     36 GCF_900479855.1_lcl|NZ_UCYM01000032.1_cds_WP_000424395.1_4286
     36 GCF_900479745.1_lcl|NZ_UCYK01000026.1_cds_WP_001085926.1_3627
     36 GCF_900479715.1_lcl|NZ_UCYD01000037.1_cds_WP_000301864.1_5273
     36 GCF_900479665.1_lcl|NZ_UCYB01000004.1_cds_WP_001096200.1_2554
     36 GCF_900479665.1_lcl|NZ_UCYB01000004.1_cds_WP_000424395.1_2543
     36 GCF_900479645.1_lcl|NZ_UCXV01000013.1_cds_WP_000246882.1_3600
     36 GCF_900479635.1_lcl|NZ_UCXS01000019.1_cds_WP_000424395.1_3709
     36 GCF_900479635.1_lcl|NZ_UCXS01000008.1_cds_WP_000246882.1_221
     36 GCF_900479625.1_lcl|NZ_UCXW01000036.1_cds_WP_000579833.1_4117
     36 GCF_900479495.1_lcl|NZ_UCXJ01000030.1_cds_WP_000579833.1_3646
     36 GCF_900479495.1_lcl|NZ_UCXJ01000030.1_cds_WP_000529945.1_3652
     36 GCF_900479395.1_lcl|NZ_UCXF01000033.1_cds_WP_000424395.1_4299
     36 GCF_900479395.1_lcl|NZ_UCXF01000008.1_cds_WP_000089698.1_3065
     36 GCF_900479385.1_lcl|NZ_UINM01000023.1_cds_WP_001096684.1_50
     36 GCF_900479385.1_lcl|NZ_UINM01000021.1_cds_WP_000579833.1_4889
     36 GCF_900479295.1_lcl|NZ_UCWS01000035.1_cds_WP_001096200.1_4253
     36 GCF_900479175.1_lcl|NZ_UCWJ01000048.1_cds_WP_000062611.1_2998
     36 GCF_900479175.1_lcl|NZ_UCWJ01000046.1_cds_WP_000986797.1_4113
     36 GCF_900479175.1_lcl|NZ_UCWJ01000009.1_cds_WP_000089698.1_1295
     36 GCF_900478985.1_lcl|NZ_UCVX01000004.1_cds_WP_000986797.1_1605
     36 GCF_900478945.1_lcl|NZ_UCVM01000034.1_cds_WP_000529945.1_277
     36 GCF_900478905.1_lcl|NZ_UCVN01000004.1_cds_WP_000091945.1_2001
     36 GCF_900478855.1_lcl|NZ_UCVD01000025.1_cds_WP_001096684.1_92
     36 GCF_900478855.1_lcl|NZ_UCVD01000006.1_cds_WP_000424395.1_4576
     36 GCF_900478845.1_lcl|NZ_UCVL01000028.1_cds_WP_001338644.1_1238
     36 GCF_900478775.1_lcl|NZ_UCUX01000035.1_cds_WP_001096200.1_117
     36 GCF_900478685.1_lcl|NZ_UCUU01000002.1_cds_WP_000986797.1_2505
     36 GCF_900478675.1_lcl|NZ_UCUM01000028.1_cds_WP_001096684.1_4411
     36 GCF_900478555.1_lcl|NZ_UCUH01000029.1_cds_WP_000091945.1_4571
     36 GCF_900478555.1_lcl|NZ_UCUH01000003.1_cds_WP_000089698.1_527
     36 GCF_900478525.1_lcl|NZ_UCUG01000010.1_cds_WP_001338644.1_322
     36 GCF_900478525.1_lcl|NZ_UCUG01000002.1_cds_WP_000246882.1_2284
     36 GCF_900478515.1_lcl|NZ_UCUF01000027.1_cds_WP_000246882.1_749
     36 GCF_900478475.1_lcl|NZ_UCUD01000002.1_cds_WP_000089698.1_1731
     36 GCF_900474625.1_lcl|NZ_LS483303.1_cds_WP_000940121.1_408
     36 GCF_900457095.1_lcl|NZ_UAUO01000015.1_cds_WP_001096684.1_188
     36 GCF_900457095.1_lcl|NZ_UAUO01000004.1_cds_WP_000424395.1_1900
     36 GCF_900450495.1_lcl|NZ_UGGI01000001.1_cds_WP_001207201.1_4569
     36 GCF_900450475.1_lcl|NZ_UGGJ01000004.1_cds_WP_000089698.1_4722
     36 GCF_900450375.1_lcl|NZ_UGGB01000001.1_cds_WP_000089698.1_739
     36 GCF_900450345.1_lcl|NZ_UGFZ01000001.1_cds_WP_000940121.1_669
     36 GCF_900450345.1_lcl|NZ_UGFZ01000001.1_cds_WP_000424395.1_653
     36 GCF_900450015.1_lcl|NZ_UGEP01000007.1_cds_WP_000424395.1_658
     36 GCF_900450015.1_lcl|NZ_UGEP01000005.1_cds_WP_001338644.1_5085
     36 GCF_900449965.1_lcl|NZ_UGER01000001.1_cds_WP_000091945.1_776
     36 GCF_900449945.1_lcl|NZ_UGES01000005.1_cds_WP_000246882.1_4197
     36 GCF_900449785.1_lcl|NZ_UGEF01000002.1_cds_WP_001096684.1_4177
     36 GCF_900449765.1_lcl|NZ_UGDU01000003.1_cds_WP_000529945.1_439
     36 GCF_900449495.1_lcl|NZ_UGEC01000002.1_cds_WP_000579833.1_460
     36 GCF_900449175.1_lcl|NZ_UGCH01000001.1_cds_WP_000986797.1_2579
     36 GCF_900449175.1_lcl|NZ_UGCH01000001.1_cds_WP_000579833.1_2335
     36 GCF_900449155.1_lcl|NZ_UGBS01000001.1_cds_WP_000941212.1_741
     36 GCF_900449155.1_lcl|NZ_UGBS01000001.1_cds_WP_000579833.1_734
     36 GCF_900448965.1_lcl|NZ_UGCA01000004.1_cds_WP_000579833.1_1364
     36 GCF_900448965.1_lcl|NZ_UGCA01000004.1_cds_WP_000529945.1_1358
     36 GCF_900448945.1_lcl|NZ_UGBL01000001.1_cds_WP_000018596.1_2143
     36 GCF_900448915.1_lcl|NZ_UASA01000005.1_cds_WP_000424395.1_4356
     36 GCF_900448675.1_lcl|NZ_UGAU01000003.1_cds_WP_000579833.1_449
     36 GCF_900448565.1_lcl|NZ_UGAE01000003.1_cds_WP_000089698.1_566
     36 GCF_900448565.1_lcl|NZ_UGAE01000003.1_cds_WP_000018596.1_2284
     36 GCF_900448415.1_lcl|NZ_UFZB01000004.1_cds_WP_000140327.1_3003
     36 GCF_900448135.1_lcl|NZ_UARQ01000006.1_cds_WP_000246882.1_3289
     36 GCF_900448065.1_lcl|NZ_UFYE01000002.1_cds_WP_001096200.1_412
     36 GCF_900447915.1_lcl|NZ_UFYM01000003.1_cds_WP_001338644.1_4680
     36 GCF_900447915.1_lcl|NZ_UFYM01000003.1_cds_WP_000018596.1_2145
     36 GCF_900406635.1_lcl|NZ_OVBU01000046.1_cds_WP_000941212.1_3793
     36 GCF_900406615.1_lcl|NZ_OVBS01000022.1_cds_WP_000529945.1_4843
     36 GCF_900290395.1_lcl|NZ_OKRI01000016.1_cds_WP_001338644.1_2870
     36 GCF_900239885.1_lcl|NZ_OENP01000031.1_cds_WP_001096200.1_1785
     36 GCF_900239845.1_lcl|NZ_OENL01000001.1_cds_WP_000018596.1_4054
     36 GCF_900236085.1_lcl|NZ_OEDS01000126.1_cds_WP_000089698.1_2352
     36 GCF_900196695.1_lcl|NZ_FZKB01000035.1_cds_WP_000940121.1_509
     36 GCF_900196695.1_lcl|NZ_FZKB01000023.1_cds_WP_000018596.1_2616
     36 GCF_900196665.1_lcl|NZ_FZKC01000024.1_cds_WP_000529945.1_1687
     36 GCF_900196585.1_lcl|NZ_FZJG01000026.1_cds_WP_000246882.1_530
     36 GCF_900196435.1_lcl|NZ_FZIZ01000057.1_cds_WP_000091945.1_4414
     36 GCF_900196365.1_lcl|NZ_FZIQ01000032.1_cds_WP_001096684.1_4750
     36 GCF_900196035.1_lcl|NZ_FZHY01000039.1_cds_WP_000424395.1_133
     36 GCF_900196015.1_lcl|NZ_FZHH01000071.1_cds_WP_000579833.1_4102
     36 GCF_900195795.1_lcl|NZ_FZGP01000083.1_cds_WP_001338644.1_4784
     36 GCF_900195795.1_lcl|NZ_FZGP01000052.1_cds_WP_000579833.1_2776
     36 GCF_900195755.1_lcl|NZ_FZGO01000021.1_cds_WP_000579833.1_4496
     36 GCF_900195745.1_lcl|NZ_FZGN01000025.1_cds_WP_001096684.1_2863
     36 GCF_900195705.1_lcl|NZ_FZFG01000012.1_cds_WP_000089698.1_1838
     36 GCF_900195685.1_lcl|NZ_FZGI01000009.1_cds_WP_001138043.1_1767
     36 GCF_900195645.1_lcl|NZ_FZGC01000046.1_cds_WP_001096684.1_4842
     36 GCF_900195595.1_lcl|NZ_FZFC01000097.1_cds_WP_001338644.1_3897
     36 GCF_900195595.1_lcl|NZ_FZFC01000007.1_cds_WP_000246882.1_2160
     36 GCF_900195575.1_lcl|NZ_FZGF01000041.1_cds_WP_000940121.1_5033
     36 GCF_900195565.1_lcl|NZ_FZEY01000058.1_cds_WP_001096200.1_4761
     36 GCF_900195555.1_lcl|NZ_FZFT01000003.1_cds_WP_001207201.1_3253
     36 GCF_900195555.1_lcl|NZ_FZFT01000003.1_cds_WP_001096684.1_3252
     36 GCF_900195545.1_lcl|NZ_FZFB01000068.1_cds_WP_000579833.1_732
     36 GCF_900195535.1_lcl|NZ_FZFI01000028.1_cds_WP_001096684.1_4388
     36 GCF_900195465.1_lcl|NZ_FZGB01000054.1_cds_WP_000301864.1_1827
     36 GCF_900195465.1_lcl|NZ_FZGB01000010.1_cds_WP_000246882.1_4618
     36 GCF_900195445.1_lcl|NZ_FZFM01000005.1_cds_WP_000246882.1_4035
     36 GCF_900195435.1_lcl|NZ_FZGH01000067.1_cds_WP_000613955.1_390
     36 GCF_900195435.1_lcl|NZ_FZGH01000052.1_cds_WP_001096684.1_3058
     36 GCF_900195425.1_lcl|NZ_FZFS01000131.1_cds_WP_001338644.1_4104
     36 GCF_900195425.1_lcl|NZ_FZFS01000069.1_cds_WP_000579833.1_1615
     36 GCF_900195385.1_lcl|NZ_FZFH01000016.1_cds_WP_000569430.1_4706
     36 GCF_900195385.1_lcl|NZ_FZFH01000016.1_cds_WP_000246882.1_4692
     36 GCF_900195335.1_lcl|NZ_FZFR01000045.1_cds_WP_000301864.1_5128
     36 GCF_900166755.1_lcl|NZ_FUVU01000022.1_cds_WP_000529945.1_1881
     36 GCF_900166755.1_lcl|NZ_FUVU01000022.1_cds_WP_000424395.1_1886
     36 GCF_900159225.1_lcl|NZ_FTYR01000054.1_cds_WP_000301864.1_3323
     36 GCF_900158245.1_lcl|NZ_FTUX01000017.1_cds_WP_001029684.1_4265
     36 GCF_900157845.1_lcl|NZ_FTTT01000053.1_cds_WP_000424395.1_698
     36 GCF_900157845.1_lcl|NZ_FTTT01000053.1_cds_WP_000301864.1_700
     36 GCF_900094025.1_lcl|NZ_FLYY01000029.1_cds_WP_001238914.1_3428
     36 GCF_900093985.1_lcl|NZ_FLYV01000054.1_cds_WP_000301864.1_4302
     36 GCF_900093985.1_lcl|NZ_FLYV01000003.1_cds_WP_000018596.1_4029
     36 GCF_900093975.1_lcl|NZ_FLYU01000031.1_cds_WP_000940121.1_3478
     36 GCF_900093825.1_lcl|NZ_FLYZ01000008.1_cds_WP_000246882.1_1433
     36 GCF_900087775.1_lcl|NZ_FLKT01000061.1_cds_WP_000579833.1_3474
     36 GCF_900044035.1_lcl|NZ_FCPF01000023.1_cds_WP_001338644.1_2371
     36 GCF_900039545.1_lcl|NZ_FCPA01000037.1_cds_WP_000940121.1_3964
     36 GCF_900039545.1_lcl|NZ_FCPA01000037.1_cds_WP_000529945.1_3975
     36 GCF_900016075.1_lcl|NZ_FBVF01000059.1_cds_WP_000301864.1_448
     36 GCF_900008835.1_lcl|NZ_FAWK01000070.1_cds_WP_001096684.1_527
     36 GCF_900005335.1_lcl|NZ_CXOX01000109.1_cds_WP_000424395.1_1451
     36 GCF_041727895.1_lcl|NZ_JBGRSU010000001.1_cds_WP_000246882.1_33
     36 GCF_041727815.1_lcl|NZ_JBGRSP010000008.1_cds_WP_000529945.1_3015
     36 GCF_041727815.1_lcl|NZ_JBGRSP010000008.1_cds_WP_000091945.1_3024
     36 GCF_041727775.1_lcl|NZ_JBGRSM010000030.1_cds_WP_000579833.1_4251
     36 GCF_041727595.1_lcl|NZ_JBGRSH010000022.1_cds_WP_000301864.1_4361
     36 GCF_041727075.1_lcl|NZ_JBGRRE010000028.1_cds_WP_001207201.1_4525
     36 GCF_041727015.1_lcl|NZ_JBGRQY010000003.1_cds_WP_000579833.1_1874
     36 GCF_041723445.1_lcl|NZ_JBGRRA010000011.1_cds_WP_000246882.1_4073
     36 GCF_041698415.1_lcl|NZ_JBGRBH010000076.1_cds_WP_001207201.1_4496
     36 GCF_041698415.1_lcl|NZ_JBGRBH010000066.1_cds_WP_000941212.1_4135
     36 GCF_041679545.1_lcl|NZ_JBEJGU010000036.1_cds_WP_000091945.1_4183
     36 GCF_041679525.1_lcl|NZ_JBEGCX010000015.1_cds_WP_001096684.1_4542
     36 GCF_041679425.1_lcl|NZ_JBEGCT010000006.1_cds_WP_000941212.1_1110
     36 GCF_041679405.1_lcl|NZ_JBEFLH010000042.1_cds_WP_001096200.1_3661
     36 GCF_041383235.1_lcl|NZ_JBGFIQ010000042.1_cds_WP_000529945.1_3591
     36 GCF_041383175.1_lcl|NZ_JBGFIM010000019.1_cds_WP_001338644.1_1704
     36 GCF_041383145.1_lcl|NZ_JBGFIL010000047.1_cds_WP_001096684.1_3820
     36 GCF_041383145.1_lcl|NZ_JBGFIL010000012.1_cds_WP_000986797.1_645
     36 GCF_041383055.1_lcl|NZ_JBGFID010000024.1_cds_WP_000940121.1_2144
     36 GCF_041382985.1_lcl|NZ_JBGFIA010000037.1_cds_WP_000424395.1_2669
     36 GCF_041382925.1_lcl|NZ_JBGFHW010000041.1_cds_WP_001096684.1_3548
     36 GCF_041382535.1_lcl|NZ_JBGFHM010000035.1_cds_WP_000424395.1_3302
     36 GCF_041382515.1_lcl|NZ_JBGFHJ010000023.1_cds_WP_001096200.1_4734
     36 GCF_041382475.1_lcl|NZ_JBGFHI010000008.1_cds_WP_000089698.1_1753
     36 GCF_041382425.1_lcl|NZ_JBGFHK010000037.1_cds_WP_000424395.1_3436
     36 GCF_041382425.1_lcl|NZ_JBGFHK010000025.1_cds_WP_000986797.1_2805
     36 GCF_041382145.1_lcl|NZ_JBGFHA010000033.1_cds_WP_000091945.1_4514
     36 GCF_041382145.1_lcl|NZ_JBGFHA010000032.1_cds_WP_001096684.1_4464
     36 GCF_041320225.1_lcl|NZ_CP101005.1_cds_WP_000940121.1_424
     36 GCF_041320105.1_lcl|NZ_CP100954.1_cds_WP_000246882.1_3608
     36 GCF_041320065.1_lcl|NZ_CP100941.1_cds_WP_001096684.1_4284
     36 GCF_041320005.1_lcl|NZ_CP100918.1_cds_WP_000986797.1_652
     36 GCF_041320005.1_lcl|NZ_CP100918.1_cds_WP_000246882.1_3624
     36 GCF_041316645.1_lcl|NZ_CP100883.1_cds_WP_000018596.1_2099
     36 GCF_041316285.1_lcl|NZ_CP100876.1_cds_WP_000579833.1_428
     36 GCF_041233395.1_lcl|NZ_CP158140.1_cds_WP_000940121.1_777
     36 GCF_041227745.1_lcl|NZ_JBGFEX010000001.1_cds_WP_000986797.1_4049
     36 GCF_041227345.1_lcl|NZ_JBGFEN010000002.1_cds_WP_000529945.1_3830
     36 GCF_041084605.1_lcl|NZ_JBCEXZ010000041.1_cds_WP_000940121.1_3389
     36 GCF_041084325.1_lcl|NZ_JBCEXU010000056.1_cds_WP_000579833.1_3586
     36 GCF_041084245.1_lcl|NZ_JBCEXR010000061.1_cds_WP_001096200.1_3374
     36 GCF_041084245.1_lcl|NZ_JBCEXR010000010.1_cds_WP_001338644.1_123
     36 GCF_041014865.1_lcl|NZ_CP155528.1_cds_WP_001096200.1_469
     36 GCF_041014865.1_lcl|NZ_CP155528.1_cds_WP_000301864.1_460
     36 GCF_041008375.1_lcl|NZ_JBBMYF010000036.1_cds_WP_000091945.1_3068
     36 GCF_040940085.1_lcl|NZ_JBFQDZ010000026.1_cds_WP_000424395.1_2426
     36 GCF_040940085.1_lcl|NZ_JBFQDZ010000001.1_cds_WP_000986797.1_209
     36 GCF_040940005.1_lcl|NZ_JBFQDV010000031.1_cds_WP_000940121.1_2902
     36 GCF_040940005.1_lcl|NZ_JBFQDV010000002.1_cds_WP_000018596.1_1672
     36 GCF_040939925.1_lcl|NZ_JBFQDR010000052.1_cds_WP_000529945.1_3142
     36 GCF_040939925.1_lcl|NZ_JBFQDR010000027.1_cds_WP_000986797.1_1828
     36 GCF_040939915.1_lcl|NZ_JBFQDT010000029.1_cds_WP_000424395.1_2569
     36 GCF_040934005.1_lcl|NZ_JBFRBP010000009.1_cds_WP_000301864.1_2111
     36 GCF_040933815.1_lcl|NZ_JBFRAS010000004.1_cds_WP_000246882.1_3408
     36 GCF_040933195.1_lcl|NZ_JBFQZT010000038.1_cds_WP_001096200.1_4214
     36 GCF_040933195.1_lcl|NZ_JBFQZT010000038.1_cds_WP_000424395.1_4203
     36 GCF_040933085.1_lcl|NZ_JBFQZN010000033.1_cds_WP_001096200.1_3695
     36 GCF_040932685.1_lcl|NZ_JBFQYT010000035.1_cds_WP_000301864.1_4527
     36 GCF_040930125.1_lcl|NZ_JBCJFI010000097.1_cds_WP_000424395.1_3018
     36 GCF_040812575.1_lcl|NZ_JBFOAO010000001.1_cds_WP_001338644.1_2015
     36 GCF_040141345.1_lcl|NZ_JBEEYH010000023.1_cds_WP_000089698.1_1678
     36 GCF_040139385.1_lcl|NZ_JBEEUM010000001.1_cds_WP_000018596.1_206
     36 GCF_040136685.1_lcl|NZ_JBEEQP010000003.1_cds_WP_000986797.1_3045
     36 GCF_040119705.1_lcl|NZ_JBEECZ010000020.1_cds_WP_001338644.1_1919
     36 GCF_040119705.1_lcl|NZ_JBEECZ010000005.1_cds_WP_000018596.1_3692
     36 GCF_040048815.1_lcl|NZ_JAQFLH010000002.1_cds_WP_000089698.1_434
     36 GCF_039682535.1_lcl|NZ_JBDKNV010000002.1_cds_WP_000089698.1_279
     36 GCF_039682355.1_lcl|NZ_JBDKOF010000007.1_cds_WP_000089698.1_1535
     36 GCF_039681935.1_lcl|NZ_JBDKOZ010000041.1_cds_WP_001138117.1_3882
     36 GCF_037569855.1_lcl|NZ_CP148435.1_cds_WP_000940121.1_1483
     36 GCF_037287145.1_lcl|NZ_JAXBUR010000020.1_cds_WP_001338644.1_3387
     36 GCF_037286675.1_lcl|NZ_JAXBTX010000035.1_cds_WP_000940121.1_4216
     36 GCF_037197085.1_lcl|NZ_JBBEYX010000123.1_cds_WP_000940121.1_174
     36 GCF_037168005.1_lcl|NZ_JBANOK010000014.1_cds_WP_001338644.1_2261
     36 GCF_037153525.1_lcl|NZ_JBBBRR010000030.1_cds_WP_000940121.1_4498
     36 GCF_037106135.1_lcl|NZ_JAGISR010000022.1_cds_WP_001338644.1_3008
     36 GCF_037106045.1_lcl|NZ_JAGIST010000046.1_cds_WP_000018596.1_4190
     36 GCF_036923895.1_lcl|NZ_JAYKFV010000008.1_cds_WP_000986797.1_1726
     36 GCF_036886355.1_lcl|NZ_JAWMQF010000008.1_cds_WP_000986797.1_4456
     36 GCF_036881145.1_lcl|NZ_JBAKAF010000004.1_cds_WP_000018596.1_3022
     36 GCF_036861065.1_lcl|NZ_JAYXLI010000031.1_cds_WP_001338644.1_2395
     36 GCF_036503635.1_lcl|NZ_AP027759.1_cds_WP_000089698.1_521
     36 GCF_036503635.1_lcl|NZ_AP027759.1_cds_WP_000018596.1_2007
     36 GCF_036496865.1_lcl|NZ_AP027543.1_cds_WP_000089698.1_536
     36 GCF_036494325.1_lcl|NZ_AP027479.1_cds_WP_001338644.1_4389
     36 GCF_036247665.1_lcl|NZ_BLEI01000055.1_cds_WP_001338644.1_1831
     36 GCF_036247165.1_lcl|NZ_BLDJ01000049.1_cds_WP_000089698.1_1736
     36 GCF_035831655.1_lcl|NZ_JAYMNA010000007.1_cds_WP_000018596.1_1633
     36 GCF_035831655.1_lcl|NZ_JAYMNA010000004.1_cds_WP_000246882.1_1028
     36 GCF_035066365.1_lcl|NZ_JAVXZK010000030.1_cds_WP_001338644.1_3205
     36 GCF_035064285.1_lcl|NZ_JASEXY010000018.1_cds_WP_000089698.1_3078
     36 GCF_034719175.1_lcl|NZ_JAXMRW010000024.1_cds_WP_001338644.1_1823
     36 GCF_033900745.1_lcl|NZ_JAXADC010000032.1_cds_WP_001338644.1_2549
     36 GCF_032998425.1_lcl|NZ_CP107281.1_cds_WP_000986797.1_3211
